symbol,display_symbol,name,aliases,shortname,last_price_usd,price_change_1H_percent,price_change_1D_percent,price_change_7D_percent,price_change_30D_percent,price_change_90D_percent,price_change_180D_percent,price_change_365D_percent,price_change_YTD_percent,volume_24_usd,display,trading_since,supply,last_update,ico_end,include_supply,use_volume,market_cap_usd
BTC,BTC,Bitcoin,,bitcoin,11840,,-0.2292494798625375,1.5067090564239307,29.565801574314214,21.8101184234134,20.455729649767026,14.915177562762514,,27103038829,true,2010-08-16 00:00:00,18462459,,,true,true,218601707689
ETH,ETH,Ethereum,,ethereum,427.79,,-1.8434501312113951,9.217215510054718,83.44254314940771,101.10601122680347,57.400736952287076,130.69721698675212,,15249440777,true,2015-08-07 14:55:00,112202905,,,true,true,47999551651
XRP,XRP,XRP,ripple,ripple,0.29921193520486106,,-0.03794255431608031,2.940975705236863,54.23921172752336,46.47593109291958,2.9334312828636704,13.424509320750339,,3272456582,true,2013-08-04 18:55:00,43299885508,,,true,true,12955842537
USDT,USDT,Tether,,tether,1.0000256199131936,,0.00040783427017280664,-0.012590059121639498,-0.007634025393648128,0.012651096707178252,-0.0128938369030698,-0.0040412713279431725,,55707556791,true,2017-08-06 00:09:09,11636013733,,,true,true,11636311847
LINK,LINK,ChainLink,,chainlink,19.13,,6.623895976527004,44.68235455967422,128.63369347527725,392.57246056531557,331.7160544830851,706.7740009704504,,4293735967,true,2017-09-20 21:00:00,349999999,,,true,true,6694439727
BCH,BCH,Bitcoin Cash,,bitcoin-cash,305.1,,1.9179130683376646,0.91443090857851,36.436980293448364,23.351064992302362,-25.36212601042362,-1.9812254141548191,,4955369653,true,2017-07-23 16:35:00,18491296,,,true,true,5641676965
ADA,ADA,Cardano,,cardano,0.13782565198958324,,-0.39644554509276786,-5.683347453580512,11.148465281634532,156.1912220340763,125.72130307457314,192.12015493493536,,375886347,true,2017-10-01 20:45:00,31463134114,,,true,true,4336426973
BCHSV,BSV,Bitcoin SV,,bitcoin-sv,221.09,,1.3732893235097152,-1.3948943892407415,28.28784175100599,10.28841895867566,-28.386629363477528,64.58421504774796,,483825127,true,2018-11-09 02:40:00,18489825,,,true,true,4087940310
LTC,LTC,Litecoin,,litecoin,61.58,,5.583224548152545,7.326598742120874,46.567256417656324,36.46064718871088,-17.160691161018118,-16.54158540745341,,3826601468,true,2013-04-28 18:50:00,65253180,,,true,true,4018225282
EOS,EOS,EOS,,eos,3.79,,8.519946778479166,25.007176444001537,51.75240354416422,42.039858394563694,-15.200135642723811,5.901348399849784,,7618514341,true,2017-08-07 00:09:36,935237795,,,true,true,3542832504
BNB,BNB,Binance Coin,,binance-coin,23.22,,-0.055100026148712934,3.241643552177262,34.70386304003634,40.247839127539606,-1.6082249796001407,-15.786310228678982,,567004374,true,2017-08-16 00:09:21,144406559,,,true,true,3353793663
CRO,CRO,Crypto.com Coin,,crypto-com-coin,0.16742083454513879,,0.5339975167685206,0.29474338530194155,17.769060906979416,143.8004317707374,179.4858124212737,269.00852192195146,,80738419,true,2018-12-14 13:00:00,18873078151,,,true,true,3159746495
XTZ,XTZ,Tezos,,tezos,4.17,,1.996441441789418,18.73329567805937,33.425048918036325,52.971631004555334,25.833838263292236,250.24752626285976,,496884830,true,2017-10-02 16:04:41,739995194,,,true,true,3082826079
XLM,XLM,Stellar,,stellar,0.1074631069201389,,2.00347257584794,2.96723028860184,3.5642229952497875,53.70204145533775,45.67021365822909,57.25966986795422,,232383141,true,2014-08-05 05:50:00,20544224800,,,true,true,2207746226
TRX,TRX,TRON,,tron,0.02623022168402777,,7.2817390563532385,28.390932120476553,52.531424594196196,71.47786311167886,20.01897060588032,54.66362737196121,,1032763302,true,2017-09-13 01:20:00,66671432938,,,true,true,1748806466
OKB,OKB,OKB,,okb,5.95,,0.08505235764478723,1.4536700900404276,16.340169693569138,13.10496972133017,-10.518963488912329,92.84866664916802,,75026815,true,2018-04-17 10:27:11,282838289,,,true,true,1683904657
XMR,XMR,Monero,,monero,90.3,,-0.45495720076911195,-3.2691900420270703,33.43518415464061,35.62580030535363,7.467448650584356,9.169567177162321,,106450334,true,2014-05-21 01:45:00,17666902,,,true,true,1595385141
LEO,LEO,UNUS SED LEO,,unus-sed-leo,1.2801431395795058,,0.036290454561585424,-0.2801255032625393,8.576733612146366,17.179815347258394,29.721921028517826,5.781469069979247,,11775320,true,2019-05-21 18:40:00,999498892,,,true,true,1279501651
ATOM,ATOM,Cosmos,,cosmos,6.05,,-0.8285326901796443,24.81030274874268,48.31389712699072,132.28702427271097,42.386165794351776,109.17177409139656,,308705995,true,2016-10-09 22:35:00,201747067,,,true,true,1221531060
USDC,USDC,USD Coin,,usd-coin,0.9991497264341084,,-0.004691925650993681,-0.047427809928520234,-0.06258539685711972,-0.1420482186611171,-1.5638939967618832,-0.08115921688185282,,205001653,true,2018-10-08 12:10:00,1199109655,,,true,true,1198090084
IOT,MIOTA,IOTA,,iota,0.4140386860487803,,0.6624362589064986,22.302006690999367,71.9737415025249,103.62783535157978,45.64705407850145,70.85966954940352,,29454287,true,2017-06-13 14:35:00,2779530283,,,true,true,1150833066
VET,VET,VeChain,,vechain-token,0.019502808631944438,,-1.7371323746805927,-9.54549502854248,5.506960549725911,330.1393345968876,183.74797415399763,335.29470239954696,,139112071,true,2018-07-24 04:10:00,55454549400,,,true,true,1081519465
NEO,NEO,NEO,,neo,15.17,,0.5799885477891337,16.54502744711799,42.62800396417653,46.998280809997,0.17177443440625084,55.87122738269264,,316300360,true,2016-09-09 03:15:00,70538830,,,true,true,1070329493
HT,HT,Huobi Token,,huobi-token,4.81,,0.824776318568209,2.555257012709227,15.233368551392315,16.399621124117868,-0.05870370014416278,-1.4840027303807768,,179756636,true,2018-02-03 20:00:00,213020339,,,true,true,1024035604
DASH,DASH,Dash,,dash,93.96,,0.5711317874261256,-3.395973662642752,35.25617226548861,23.004287990479845,-17.27883710635682,1.3638949326673633,,450299449,true,2014-02-14 13:50:00,9655579,,,true,true,907194634
ETC,ETC,Ethereum Classic,,ethereum-classic,7.16,,1.4720283707584283,3.6094188322924476,18.522586830443483,6.099955586666949,-25.263915361341976,30.48932702755175,,974780034,true,2016-07-24 13:50:00,116313298,,,true,true,832802659
ZEC,ZEC,Zcash,,zcash,84.53,,-1.25587220389093,-10.034751265788724,42.7992684991459,75.16922672518798,32.22190609272134,72.80876272911088,,440672439,true,2016-10-29 15:25:00,9826015,,,true,true,830630370
MKR,MKR,Maker,,maker,696.85,,-1.037877805097614,18.806143111868806,56.48808486390049,106.14046917285766,12.65284863059345,34.429540750718715,,74124404,true,2017-08-27 23:15:00,1005577,,,true,true,700734573
LEND,LEND,Aave [old],,aave,0.5047704821805556,,6.32877152104195,28.347477415364786,73.41258518328988,748.5409082641821,1353.6349228182162,14697.737115445012,,122530137,true,2017-11-30 07:05:00,1299999942,,,true,true,656201598
SNX,SNX,Synthetix,,synthetix,6.56,,-2.8569783305111156,53.42913405539177,98.49143579674104,689.2044113887613,574.3076972412075,2311.538034696549,,186054715,true,2018-11-30 14:10:00,93273633,,,true,true,612219913
ONT,ONT,Ontology,,ontology,0.8518868426423615,,3.511653888228905,12.488171649623576,16.36614389748874,77.1889437527373,-4.8743696816468525,12.319894551936034,,162495645,true,2018-03-08 07:20:00,699029877,,,true,true,595494355
XEM,XEM,NEM,,nem,0.06516438323131674,,3.6402301799520864,4.096708599153152,44.755474320379754,65.43422016975443,3.2817291311242918,20.851680542118803,,14067412,true,2015-04-01 00:35:00,8999999999,,,true,true,586479449
COMP,COMP,Compound,,compound,199.92,,1.0703446303267543,25.33222703218027,22.992717808706093,,,,,155172379,true,2020-07-15 13:40:00,2561278,,,true,true,512050768
ALGO,ALGO,Algorand,,algorand,0.6385957839999996,,-1.1598755961804534,45.07184818199813,81.5351833515069,218.80557048696184,95.69123878612307,-7.797480427596823,,316353587,true,2019-06-19 09:40:00,771817007,,,true,true,492879087
BTT,BTT,BitTorrent,,bittorrent-token,0.0004842662881944443,,3.0506401228621183,14.057174389483922,27.403366012959363,77.16565591317331,-9.027602127903684,-21.584712071758464,,28346569,true,2019-01-31 10:10:00,986714545771,,,true,true,477832591
DGB,DGB,DigiByte,,digibyte,0.03490373369444446,,-2.3045687335918807,19.633161965520628,71.82633126087715,82.47617735549937,355.59892344140513,276.4860092248578,,22619677,true,2014-02-06 13:20:00,13452211904,,,true,true,469532422
DOGE,DOGE,Dogecoin,,dogecoin,0.003516091961805553,,-1.0364802264453254,1.3028641274947148,16.417040041065924,38.23078583650111,27.276352618164502,29.907972149448913,,80517019,true,2013-12-15 14:50:00,125854883733,,,true,true,442517345
BAT,BAT,Basic Attention Token,,basic-attention-token,0.2908168438303889,,5.0435389385929605,9.276303615454598,8.556133841084728,39.6816293953779,5.986713753258011,62.21422540864777,,132776038,true,2017-08-08 00:09:19,1493246377,,,true,true,434261199
WAVES,WAVES,Waves,,waves,3.77,,9.050020551116383,103.07309483211469,170.78774388528765,256.03155519399627,171.7049852571842,206.6790987266017,,323170244,true,2016-06-02 21:20:00,102751140,,,true,true,387336596
ZRX,ZRX,0x,,0x,0.5171047896736112,,0.09935732415812865,20.179675192231027,29.8851281089622,38.26569833550024,73.76285204730087,199.98386729450917,,136206531,true,2017-08-16 14:15:00,715994632,,,true,true,370244254
KNC,KNC,Kyber Network Crystal,,kyber-network-crystal,1.8502351343438612,,-2.3061735725201666,8.823867993968074,16.814556140043297,190.8153048789158,320.14565197203746,1126.1079074274617,,126298568,true,2017-09-24 14:15:00,195519137,,,true,true,361756379
KNCL,KNCL,Kyber Network Crystal Legacy,,kyber-crystal-legacy,1.849041642821212,,-2.283972720854744,8.918922918103393,16.91928618774993,190.99350658441818,308.8766884519637,1082.0375060481902,,86841640,true,2017-10-27 16:00:00,195062933,,,true,true,360679487
EWT,EWT,Energy Web Token,,energy-web-token,11.94,,0.8089421886683841,-0.6340189067814228,111.6830781111873,580.0814873421061,,,,1688077,true,2020-03-30 12:25:00,30062137,,,true,true,358999254
THETA,THETA,Theta Token,,theta-token,0.3863791137482517,,-1.140831643221381,20.77526686765578,63.17460663971078,104.67239146422753,168.126386245587,240.15317864188884,,45476812,true,2018-01-17 17:40:00,870502689,,,true,true,336344058
FTT2,FTT,FTX Token,,ftx-token,3.42,,-1.8806216249245191,-1.1267786770703843,15.614733531114325,13.078753354601128,23.413430661599534,126.34257187615027,,4588088,true,2019-08-01 09:25:00,94346958,,,true,true,322825704
HYN,HYN,Hyperion,,hyperion,0.9925593235543857,,-2.1931744138569997,8.323728494774157,54.225864561824174,71.12317643798573,1042.76060352368,1502.1942588262962,,25297595,true,2019-01-14 23:50:00,316765917,,,true,true,314408964
OMG,OMG,OMG Network,,omisego,2.23,,13.858267611928223,38.176143502041924,49.81133389389224,127.6945721370019,90.4098862620989,92.38518152561817,,225315060,true,2017-07-14 04:40:00,140245397,,,true,true,312905154
WBTC,WBTC,Wrapped Bitcoin,,wrapped-bitcoin,11925,,0.13985994342814248,1.9897779789316485,30.598373609101643,22.6473629537474,22.464324892286193,15.155230308196135,,2384471,true,2019-01-31 11:35:00,26109,,,true,true,311360072
QTUM,QTUM,Qtum,,qtum,3.15,,0.85947228082988,16.02478781086575,35.27126804090205,100.05135309436895,23.29389845159688,34.47791254114802,,393745976,true,2017-08-06 00:09:30,96947332,,,true,true,305384817
BAND,BAND,Band Protocol,,band-protocol,14.76,,3.8341739641160943,14.919705969561905,493.12482736603675,1341.1466251947254,4533.2979789853125,,,401252595,true,2019-09-18 12:05:00,20494032,,,true,true,302465959
ICX,ICX,ICON,,icon,0.5107469918118468,,-1.83368896107854,25.404509073635435,33.423041943770656,80.9055572918944,47.328735981916644,160.77471192948425,,27016057,true,2017-10-27 00:25:00,560943016,,,true,true,286499959
