symbol,display_symbol,name,aliases,shortname,last_price_usd,price_change_1H_percent,price_change_1D_percent,price_change_7D_percent,price_change_30D_percent,price_change_90D_percent,price_change_180D_percent,price_change_365D_percent,price_change_YTD_percent,volume_24_usd,display,trading_since,supply,last_update,ico_end,include_supply,use_volume,market_cap_usd
BTC,BTC,Bitcoin,,bitcoin,5897.04,,-0.2873483085841438,10.108610380691804,12.06894968956686,73.54817869620314,-8.232143196764016,-36.52475030218736,,10256612132,true,2010-08-16 00:00:00,17688935,,,true,true,104312284390
ETH,ETH,Ethereum,,ethereum,169.92,,-3.4817014654203464,5.730405176361031,-6.211822897116616,62.59331212311437,-19.650499460251893,-77.3701094742296,,4660471000,true,2015-08-07 14:55:00,105981621,,,true,true,18008689958
XRP,XRP,XRP,ripple,ripple,0.3004214182846155,,-0.8371810400164948,-1.3141226515928754,-16.696914981168344,3.203432705652818,-40.04183885936666,-63.3103819567978,,595400131,true,2013-08-04 18:55:00,42133310721,,,true,true,12657748964
BCH,BCH,Bitcoin Cash,,bitcoin-cash,284.2,,-2.1887829993852175,5.919721153064559,-8.773848472997594,143.63291269752855,-50.32869775058638,-82.44254599761493,,535235033,true,2017-07-23 16:35:00,17770723,,,true,true,5050492134
LTC,LTC,Litecoin,,litecoin,74.36,,-2.5886220302764125,1.4206131647272995,-17.439409606142323,123.96642520094501,42.274007973580964,-54.18341605165443,,1786064150,true,2013-04-28 18:50:00,61679548,,,true,true,4586492195
EOS,EOS,EOS,,eos,4.89,,-1.0638988853669107,2.8916088820664725,-11.151182720395227,108.4380421946548,-10.522553529304746,-73.21282976777917,,1390013392,true,2017-08-07 00:09:36,913074569,,,true,true,4462391042
BNB,BNB,Binance Coin,,binance-coin,20.75,,-7.354740165056326,-4.368361595075049,10.902007968527935,159.35031171211264,116.25315854063885,53.6248312750614,,249849054,true,2017-08-16 00:09:21,141175490,,,true,true,2929203663
USDT,USDT,Tether,,tether,0.9982079530653843,,-0.3106490659933093,-0.20846377146681536,-1.5352800291448887,0.18392339961086582,0.30264067005161566,-0.17920469346156542,,11213993755,true,2017-08-06 00:09:09,2776595295,,,true,true,2771619506
XLM,XLM,Stellar,,stellar,0.09405315650579145,,-3.327116016988925,-7.008446570598129,-29.179612116288663,26.485917810799737,-63.923828168915534,-75.87355333297965,,118841512,true,2014-08-05 05:50:00,19162820719,,,true,true,1802323776
ADA,ADA,Cardano,,cardano,0.06425952444230769,,-3.1309345680153338,-6.389696114709774,-27.145082618201084,75.6962825774903,-15.324100573859662,-80.56415207366564,,47063521,true,2017-10-01 20:45:00,25927070538,,,true,true,1666061223
TRX,TRX,TRON,,tron,0.024692508162790703,,2.228454336193089,4.7328540791262865,-16.779322317897435,-3.9336283012729423,6.789706842322514,-70.21459487843875,,438759002,true,2017-09-13 01:20:00,66671432937,,,true,true,1646284902
XMR,XMR,Monero,,monero,66.37,,-1.2671321349437614,5.312030168569979,-6.495712724286238,54.25691331798179,-38.25247351255876,-70.78681719718415,,276139658,true,2014-05-21 01:45:00,16967845,,,true,true,1126103716
DASH,DASH,Dash,,dash,117.31,,-2.4949651826484933,3.201388395560726,-14.245045400360922,78.13204178724891,-28.110876592179057,-74.06392469270206,,501263211,true,2014-02-14 13:50:00,8796109,,,true,true,1031853076
BCHSV,BSV,Bitcoin SV,,bitcoin-sv,53.76,,0.34756329746045117,-3.5229183788957883,-36.32283687108523,-14.620624635463649,-15.860305025353453,,,27564139,true,2018-11-09 02:40:00,17768491,,,true,true,955260156
ATOM,ATOM,Cosmos,,cosmos,4.44,,-7.385068623429652,2.9092638498383403,-40.89995206410296,,,21881.513196591004,,50859953,true,2016-10-09 22:35:00,190688439,,,true,true,846527657
XTZ,XTZ,Tezos,,tezos,1.1656268212766794,,-6.001280156519369,-3.8893579033837646,21.943063796442917,219.18137794766176,-10.430448258274653,-69.5294069853163,,5685125,true,2017-10-02 16:04:41,662081391,,,true,true,771739828
IOT,MIOTA,IOTA,,iota,0.27686539555378487,,-0.6959561388452097,-6.326688951968623,-22.277452774982578,10.522620183493181,-42.538557670595594,-88.29833308866561,,9506632,true,2017-06-13 14:35:00,2779530282,,,true,true,769555751
ETC,ETC,Ethereum Classic,,ethereum-classic,5.68,,-1.7941277759324012,-2.880844187151585,-21.886876609458746,49.88069398872804,-40.367161425930504,-74.8239293462464,,257271205,true,2016-07-24 13:50:00,110298901,,,true,true,626676475
NEO,NEO,NEO,,neo,9.08,,-4.612561491279957,-7.670339579983127,-29.400107787698154,31.75841969633976,-43.80237296951141,-88.3885042015627,,193262884,true,2016-09-09 03:15:00,65000000,,,true,true,590371224
MKR,MKR,Maker,,maker,537.59,,-2.945646625061762,2.418092505700997,-27.219521842220068,36.14331005783665,-19.71123219925468,-47.19921143200968,,4520056,true,2017-08-27 23:15:00,1000000,,,true,true,537587280
ONT,ONT,Ontology,,ontology,1.0510910119328059,,-2.637386055765464,-5.046320496524789,-30.49066826705945,102.00135063660534,-36.43871866587023,-88.44971778084955,,48131409,true,2018-03-08 07:20:00,494804358,,,true,true,520084413
OKB,OKB,OKB,,okb,1.594675396541832,,-1.0145380385911866,-0.09374343626997159,-20.41681310304665,164.06027293721039,29.834018276219016,-27.05455719618486,,84762095,true,2018-04-17 10:27:11,300000000,,,true,true,478402619
