symbol,display_symbol,name,aliases,shortname,last_price_usd,price_change_1H_percent,price_change_1D_percent,price_change_7D_percent,price_change_30D_percent,price_change_90D_percent,price_change_180D_percent,price_change_365D_percent,price_change_YTD_percent,volume_24_usd,display,trading_since,supply,last_update,ico_end,include_supply,use_volume,market_cap_usd
BTC,BTC,Bitcoin,,bitcoin,8826.66,,-3.28086725421285,-9.193703009239586,17.161321833639434,-7.07507669251384,21.76812411649151,8.16912732742687,,32589017641,true,2010-08-16 00:00:00,18385334,,,true,true,162281171647
ETH,ETH,Ethereum,,ethereum,203.18,,-1.8081349289910726,-4.482372140077062,5.630621718966253,-20.877575416939344,36.77487080907558,-20.160851630382954,,9480976189,true,2015-08-07 14:55:00,111072621,,,true,true,22568285869
USDT,USDT,Tether,,tether,0.9999461489097219,,-0.015267002906232398,0.004703194589218195,-0.006397561265357911,-0.03062283544830747,-0.07481107142023698,-1.3352315174445901,,36813780696,true,2017-08-06 00:09:09,9110654753,,,true,true,9110164135
XRP,XRP,XRP,ripple,ripple,0.1940950103819444,,-2.1439842401214424,-4.9829100342541555,-0.09070352041856863,-25.953041701593243,-12.304660566434201,-50.20865229785182,,1099550641,true,2013-08-04 18:55:00,43299885508,,,true,true,8404291727
BCH,BCH,Bitcoin Cash,,bitcoin-cash,228.33,,-1.7857779875471718,-7.685671246038725,-4.53715711764083,-37.17206591155827,6.795261891109226,-44.19341541434175,,1755947063,true,2017-07-23 16:35:00,18416719,,,true,true,4205128992
BCHSV,BSV,Bitcoin SV,,bitcoin-sv,183.64,,-3.9529512592385734,-8.395706801484007,-5.609502033513438,-31.231455559065257,73.29966022619216,87.14905492080351,,624613489,true,2018-11-09 02:40:00,18415340,,,true,true,3381718179
LTC,LTC,Litecoin,,litecoin,42.75,,-2.2074220486129748,-5.259704625483245,-4.181137969671502,-41.498739405038,-8.751531708856149,-58.750722034495254,,2183971348,true,2013-04-28 18:50:00,64807931,,,true,true,2770690807
BNB,BNB,Binance Coin,,binance-coin,16.26,,-1.571857543980489,-1.8396328717597676,0.6260148749153532,-22.776774315162445,4.807225392720226,-52.40008735602466,,289575813,true,2017-08-16 00:09:21,155536712,,,true,true,2528263468
EOS,EOS,EOS,,eos,2.52,,-1.9155872797282223,-5.633652715540027,-7.18803222479949,-38.47102588750846,-3.7662887793927937,-61.19274413939642,,1606236602,true,2017-08-07 00:09:36,932921835,,,true,true,2347906202
XTZ,XTZ,Tezos,,tezos,2.71,,-1.958821230839805,-0.5035190384082672,-1.9135298278091444,-7.96812639211376,125.17480124291096,72.62388991778437,,93925241,true,2017-10-02 16:04:41,711653338,,,true,true,1928348122
OKB,OKB,OKB,,okb,4.98,,-1.0493888107513318,-5.306187601166707,1.8947375197497067,-14.429166173862379,129.09159773004134,204.47101969694273,,158815543,true,2018-04-17 10:27:11,282838289,,,true,true,1409799694
ADA,ADA,Cardano,,cardano,0.05283117330208334,,-3.467224992718654,-1.797070034700406,24.366547599933387,-8.003636077754063,40.69628920116824,-35.311870668942554,,168214711,true,2017-10-01 20:45:00,25927070537,,,true,true,1369757557
LINK,LINK,ChainLink,,chainlink,3.86,,-2.01757723088417,-0.7029158660541296,1.3645021400798871,3.9124866719441918,63.14546881405452,245.6020778581525,,267420516,true,2017-09-20 21:00:00,350000000,,,true,true,1349523975
